subject,body,label
inofficial e-texts,"there is a project since 1985 , which intends to collect all works of indo - european languages . - - - - - - - - - - - - - - - - - - - - - - - - - "" thesaurus indogermanischer text - und sprachmaterialien "" ( titus ) vorliegende und in bearbeitung befindliche texte ( vorl ufige liste : stand 26 . januar 1995 ) . . . . . . . . . . . . . . . a ) alt - , mittel - und neuindisch : a ) vedisch : rgveda - sa ~ hit ~ : eingabe unter der leitung von w . p . lehmann ( austin , texas ) durch h . s . ananthanarayana ( hyderabad ) ; berarbeitungen durch s . d . atkins ( pomona , california ) , g . e . editorial note in order to cut this message short we have made the complete list of electronic texts available at the listserver under the title etexts txt to retrieve it send the message : get etexts txt linguist to listserv @ tamvm1 . tamu . edu ( internet ) or listserv @ tamvm1 ( bitnet ) for more information , please contact : prof . dr . jost gippert , universit t frankfurt , postfach 11 19 32 , d-60054 frankfurt tel . : + 49-69 - 798 8591 oder 3139 ; fax : + 49-69 - 798 2873 ; e-mail : gippert @ em . uni-frankfurt . d400 . de = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = dr . fco . javier mart ! nez garc ! a vergleichende sprachwissenschaft | tel . + 49 - 69 - 798 2847 universit t frankfurt | ( sekr . ) + 49 - 69 - 798 3139 postfach 11 19 32 | fax . + 49 - 69 - 798 2873 d-60054 frankfurt | martinez @ em . uni-frankfurt . d400 . de = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = =
",0
query : guide to software for linguistic analysis,"does anyone know of any wide-ranging guide to software for use in linguistics , ( covering , say , fieldwork , quantitative sociolinguistic research , acoustic phonetics , managing electronic corpora , discourse analysis , parsing . . . ) ? such a guide ( preferably electronic ) would be very useful as a reference for students . i will summarise the results for the list . jane simpson phone + 61 2-351 - 3655 linguistics f12 fax + 61 2-552 - 1683 university of sydney nsw 2006 post 18 stawell st , turner act 2601 australia
",0
sum : uptalk,"recently i asked for information on uptalk or high rising terminal . i received many responses from people and a number of useful references . i want to thank the following people for their help : cynthia mclemore janet holmes gregory ward marc picards david britain carolyn buck - gengler laura a . michaelis julia hirschberg and elizabeth whalley i received the following references : allan , scott 1990 . the rise of new zealand intonation . in allan bell & janet holmes ( eds . ) new zealand ways of speaking english . clevedon , avon : multilingual matters . 115-128 . britain , david 1992 . linguistic change in intonation : the use of high rising terminals in new zealand english . language variation & change . vol . 4 , 1 : 77-104 . britain , d & john newman 1992 . high rising terminals in new zealand english . in journal of international phonetic association vol . 22 : 1 / 2 : 1-11 . mclemore , cynthia 1991 . the interpretation of l * h in english . texas linguistic forum 32 : discourse : 175-96 . mclemore , c . 1992 . prosodic variation across discourse types . ircs work - shop on prosody in natural speech . 117 - 128 . hirschberg , j & ward , g . the interpretation of the high-rise question contour in english . soon to appear in the journal of pragmatics . in addition , i received suggestions and support from many people for which i am thankful . sincerely , laurel balyeat
",0
references on formal description of discourse,"content - length : 1242 a student of mine who is not on the net is looking for references on formal , systematized description of discourse and dialogs ( tours de parole etc . ) , that would go ` ` beyond levison 's work ' ' ( his words ) to use in an automatic analyzer for political discourse . as his topic is rather out of our local waters ( syntax and parsing ) , i 'd appreciate any help you can provide . please answer to me directly ( walther @ uni2a . unige . ch ) and i ' ll post a summary . thanks , catherine walther u . of geneva
",0
"open / closed word classes , etc .","can anyone help with this question ? many introductory ( and some other ) books on linguistics mention the open / closed distinction for word classes and the lexical / grammatical meaning distinction . none that i have seen , however , say anything about who invented these distinctions , when , where , and why . does anyone have any information about the provenance of these distinctions ? thanks .
",0
quichua info ?,"hi there . i will be in quito from march 23 to april 2 and would like information on quichua . i am particularly interested in native language instruction movements and quichuan spanish . does anybody have contacts ? krbruna
",0
"t id ( aa29536 @ julius . ling . ohio-state . edu ) ; tue ,","21 feb 95 10 : 05 : 20 est does anyone know of a language with the phonotactic patterns listed below ? if so , we 'd appreciate hearing about it . a language which does not allow complex onsets of the type liquid + glide , but does allow other types of onset clusters , e . g . nasal + glide . and / or a language which does not allow complex codas of the type glide + liquid , but does allow other types of coda clusters . thanks , beth hume : ehume @ julius . ling . ohio-state . edu david odden : david _ odden @ osu . edu
",0
language teaching lists,"hi , an acquaintance of mine who is on the net , but not on the list would like to know whether there is a list that discusses foreign language teaching ( like didactic hints , textbooks , classroom materials , jobs . . - much like linguist ) . if there is , send the relevant info to : birgit roller bowling green state university e-mail : birgitr @ bgnet . bgsu . edu thanks achim stenzel
",0
european linguistics,"i would like help in finding out information on linguistics in europe - - how the field is structured ? what theoretical models are important ? what departments in universities have linguists ? etc . i ' m not sure where to go for this type of information - - so pointers toward sources or personal knowledge would be greatly appreciated . thanks in advance . sonja launspach t720026 @ univscvm . csd . scarolina . edu
",0
font for vietnamese,"hello . i am looking for a font that will write in vietnamese on a macintosh . if anyone has heard of such a thing , please let me know the details as to how i might obtain it . thank you . andrew talle northwestern university
",0
electric motors,"dear sir / madam we are manufacturers of electric motors viz . ac . motors , dc . motors , and special type of motors . we have entered into international market and are getting orders in bulk quantities from manufacturers of motors , they market these motors under their own brand name in bulk at the price they think for them notpossible to manufature in their home country . we offer six months site facility against confirmed and irrevocable letter of credit of any prime bank in us dollars . visit us at http : / / www . elmomachines . com for our wide spectrum of products . awaiting for a favourable response from your end . regards , anuj patel proprietor telefax : + 91 79 6421347
",1
,"10 / 27 / 98 y2k solution ! 8 pine circle dr . , silicon valley , calif . otc company "" tcfg "" 21 st . century frontier group has through several members of their administrative research department leaked vital information about their companies efforts . . . everyone was tight lipped and interviews were refused , and through un-named sources we have learned that the technology and software solution are in the process of being patented ! in over 1640 trials , using various data systems the use of the new technology and software solved the y2k problem 100 % of the time . this small publicly traded company "" tcfg "" which is just 3 years old is through various sources now negotiating with the "" big boys "" ! "" tcfg "" the letters to look for !
",1
conference : dgfs / cl 97,"dear linguists , the program of the sixth meeting of the special interest group on computationallinguistics of the german linguistics society ( dgfs / cl 97 ) is now available at the following url : das programm der 6 . fachtagung der sektion cl der dgfs ist unter folgender url verf | gbar : http : / / www . linguistics . ruhr-uni - bochum . de / ~ kiss / dgfs _ prog . htm
",0
your request,"need a new driver 's license ? too many points or other trouble ? want a license that can never be suspended or revoked ? want id for nightclubs or hotel check-in ? avoid tickets , fines , and mandatory driver 's education . protect your privacy , and hide your identity . the united nations gave you the privilege to drive freely throughout the world ! ( convention on international road traffic of september 19 , 1949 & world court decision , the hague , netherlands , january 21 , 1958 ) take advantage of your rights . order a valid international driver 's license that can never be suspended or revoked . confidentiality assured . call now ! ! ! 1-937 - 586-9313 2b4e5
",1
